question,cue,question_slug,proposition_id,feat_type,num_ratings,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_z,imagery_min,imagery_max,facts_mean,facts_std,facts_z,facts_min,facts_max,difficulty_mean,difficulty_std,difficulty_z,difficulty_min,difficulty_max
Does it have ears?,elephant,does-it-have-ears,does-it-have-ears:elephant,visual,5,2,0,2,2,1.6,1.140175425,0.269171898,0,3,0.4,0.894427191,-0.947891794,0,2,-2,0,-1.201223845,-2,-2
Is it grey?,elephant,is-it-grey,is-it-grey:elephant,visual,4,1.75,0.5,1,2,1.25,0.957427108,-0.275331637,0,2,1.25,0.957427108,0.352107603,0,2,-1.75,0.5,-0.637824614,-2,-1
Does it lay eggs?,elephant,does-it-lay-eggs,does-it-lay-eggs:elephant,nonvisual,6,-2,0,-2,-2,0.333333333,0.516397779,-1.701412324,0,1,1,1.095445115,-0.030245161,0,3,-2,0,-1.201223845,-2,-2
Is it furry?,elephant,is-it-furry,is-it-furry:elephant,nonvisual,7,-1.571428571,0.786795792,-2,0,1.428571429,0.975900073,0.002476289,0,3,0.571428571,0.786795792,-0.685707041,0,2,-1,1.154700538,1.052373077,-2,1
Does it live on farms?,elephant,does-it-live-on-farms,does-it-live-on-farms:elephant,nonvisual,3,-1,1.732050808,-2,1,1.666666667,2.081665999,0.372886857,0,4,2.333333333,1.154700538,2.00896958,1,3,-1.666666667,0.577350269,-0.450024871,-2,-1
Is it a rodent?,elephant,is-it-a-rodent,is-it-a-rodent:elephant,nonvisual,6,-0.5,1.643167673,-2,1,2,1.673320053,0.891461652,0,4,1.666666667,1.032795559,0.98936221,0,3,-1.166666667,0.98319208,0.67677359,-2,0
Is it a reptile?,elephant,is-it-a-reptile,is-it-a-reptile:elephant,nonvisual,4,-2,0,-2,-2,0.5,0.577350269,-1.442124927,0,1,1.5,1,0.734460367,0,2,-1.75,0.5,-0.637824614,-2,-1
Is it an animal?,elephant,is-it-an-animal,is-it-an-animal:elephant,nonvisual,7,2,0,2,2,0.714285714,0.487950036,-1.108755415,0,1,1,1.527525232,-0.030245161,0,4,-2,0,-1.201223845,-2,-2
Does it live in Africa?,elephant,does-it-live-in-africa,does-it-live-in-africa:elephant,nonvisual,6,1,0.632455532,0,2,1.5,0.547722558,0.113599459,1,2,1.5,1.048808848,0.734460367,0,3,-1.5,0.547722558,-0.074425384,-2,-1
Is it used in circuses?,elephant,is-it-used-in-circuses,is-it-used-in-circuses:elephant,nonvisual,7,1,1.527525232,-2,2,2,1.154700538,0.891461652,1,4,1.428571429,1.397276262,0.62521672,0,4,-1.571428571,0.534522484,-0.235396592,-2,-1
Does it eat peanuts?,elephant,does-it-eat-peanuts,does-it-eat-peanuts:elephant,nonvisual,5,1.4,0.894427191,0,2,1.8,1.095445115,0.580316775,0,3,1.6,1.516575089,0.887401473,0,3,-1.4,1.341640787,0.150934308,-2,1
Does it live in zoos?,elephant,does-it-live-in-zoos,does-it-live-in-zoos:elephant,nonvisual,4,0.5,0.577350269,0,1,0.5,1,-1.442124927,0,2,0.75,1.5,-0.412597924,0,3,-1.75,0.5,-0.637824614,-2,-1
Does it have warts?,giraffe,does-it-have-warts,does-it-have-warts:giraffe,visual,8,-1.125,1.125991626,-2,1,1,1.511857892,-0.664262734,0,4,1,1.414213562,-0.030245161,0,4,-0.875,1.356202682,1.334072692,-2,1
Is it green?,giraffe,is-it-green,is-it-green:giraffe,visual,5,-2,0,-2,-2,1.6,1.816590212,0.269171898,0,4,0.4,0.547722558,-0.947891794,0,1,-1.8,0.447213596,-0.75050446,-2,-1
Does it have antennae?,giraffe,does-it-have-antennae,does-it-have-antennae:giraffe,visual,6,-1.833333333,0.40824829,-2,-1,2.166666667,1.471960144,1.15074905,0,4,1,1.095445115,-0.030245161,0,3,-0.833333333,0.40824829,1.427972564,-1,0
Is it muddy?,giraffe,is-it-muddy,is-it-muddy:giraffe,visual,3,-1,0,-1,-1,2,0,0.891461652,2,2,0.666666667,1.154700538,-0.540048846,0,2,-1,1,1.052373077,-2,0
Is it brown?,giraffe,is-it-brown,is-it-brown:giraffe,visual,7,0.714285714,1.112697281,-1,2,3.428571429,0.786795792,3.11392506,2,4,3,1.154700538,3.02857695,1,4,-0.428571429,1.272418021,2.340142747,-2,1
Does it have long legs?,giraffe,does-it-have-long-legs,does-it-have-long-legs:giraffe,visual,4,1.75,0.5,1,2,2,1.632993162,0.891461652,0,4,1.75,1.707825128,1.116813131,0,4,-1.75,0.5,-0.637824614,-2,-1
Is it tall?,giraffe,is-it-tall,is-it-tall:giraffe,visual,4,1.75,0.5,1,2,2,0.816496581,0.891461652,1,3,1,1.414213562,-0.030245161,0,3,-2,0,-1.201223845,-2,-2
Does it have spots?,giraffe,does-it-have-spots,does-it-have-spots:giraffe,visual,7,1.714285714,0.487950036,1,2,2.857142857,1.214985793,2.224939697,1,4,1.857142857,1.67616342,1.280678601,0,4,-1.571428571,0.786795792,-0.235396592,-2,0
Is it eaten by frying?,giraffe,is-it-eaten-by-frying,is-it-eaten-by-frying:giraffe,nonvisual,5,-1.6,0.547722558,-2,-1,1,0.707106781,-0.664262734,0,2,0.8,0.836660027,-0.336127372,0,2,-1.4,0.894427191,0.150934308,-2,0
Is it an insect?,giraffe,is-it-an-insect,is-it-an-insect:giraffe,nonvisual,7,-2,0,-2,-2,1.714285714,1.496026483,0.44696897,0,4,1.142857143,1.463850109,0.188242133,0,3,-1.857142857,0.377964473,-0.879281427,-2,-1
Is it hunted by people?,giraffe,is-it-hunted-by-people,is-it-hunted-by-people:giraffe,nonvisual,4,-1,0.816496581,-2,0,2,1.825741858,0.891461652,0,4,2.25,1.707825128,1.881518658,0,4,-0.25,1.258305739,2.742570768,-2,1
Does it live in grass?,giraffe,does-it-live-in-grass,does-it-live-in-grass:giraffe,nonvisual,11,0.545454545,1.213559752,-2,2,2,1,0.891461652,0,4,2.090909091,1.136181804,1.638203263,0,4,-0.818181818,0.981649817,1.462117972,-2,1
Is it a mammal?,giraffe,is-it-a-mammal,is-it-a-mammal:giraffe,nonvisual,3,2,0,2,2,1.333333333,1.527525232,-0.145687938,0,3,1.666666667,0.577350269,0.98936221,1,2,-0.333333333,1.154700538,2.554771025,-1,1
Does it live in zoos?,giraffe,does-it-live-in-zoos,does-it-live-in-zoos:giraffe,nonvisual,7,1.714285714,0.487950036,1,2,1.428571429,1.618347187,0.002476289,0,4,0.571428571,1.133893419,-0.685707041,0,3,-1.857142857,0.377964473,-0.879281427,-2,-1
Does it live in Africa?,giraffe,does-it-live-in-africa,does-it-live-in-africa:giraffe,nonvisual,6,1.5,0.836660027,0,2,2,1.673320053,0.891461652,0,4,1.833333333,1.722401424,1.244264052,0,4,-1.166666667,0.98319208,0.67677359,-2,0
Does it eat leaves?,giraffe,does-it-eat-leaves,does-it-eat-leaves:giraffe,nonvisual,5,1.2,0.836660027,0,2,1.6,0.547722558,0.269171898,1,2,2.2,0.836660027,1.805048106,1,3,-1.2,0.836660027,0.601653693,-2,0
Does it have an engine?,grasshopper,does-it-have-an-engine,does-it-have-an-engine:grasshopper,visual,4,-1.75,0.5,-2,-1,0.25,0.5,-1.831056023,0,1,0.25,0.5,-1.177303452,0,1,-1,1.154700538,1.052373077,-2,0
Does it have teeth?,grasshopper,does-it-have-teeth,does-it-have-teeth:grasshopper,visual,2,-2,0,-2,-2,0.5,0.707106781,-1.442124927,0,1,1.5,0.707106781,0.734460367,1,2,-2,0,-1.201223845,-2,-2
Is it made of wood?,grasshopper,is-it-made-of-wood,is-it-made-of-wood:grasshopper,visual,6,-2,0,-2,-2,1.166666667,1.602081979,-0.404975336,0,4,0.166666667,0.40824829,-1.304754373,0,1,-2,0,-1.201223845,-2,-2
Is it long?,grasshopper,is-it-long,is-it-long:grasshopper,visual,5,-0.4,1.140175425,-2,1,1.2,0.836660027,-0.353117857,0,2,1,1.224744871,-0.030245161,0,3,-1.6,0.547722558,-0.299785076,-2,-1
Does it have long legs?,grasshopper,does-it-have-long-legs,does-it-have-long-legs:grasshopper,visual,5,-0.2,1.643167673,-2,2,1,1,-0.664262734,0,2,1.2,1.303840481,0.27563705,0,3,-1.2,0.836660027,0.601653693,-2,0
Does it have antennae?,grasshopper,does-it-have-antennae,does-it-have-antennae:grasshopper,visual,9,0.666666667,1.658312395,-2,2,2.111111111,1.269295518,1.064319917,0,4,1.222222222,1.481365736,0.309623963,0,4,-1,1.224744871,1.052373077,-2,1
Does it have legs?,grasshopper,does-it-have-legs,does-it-have-legs:grasshopper,visual,4,2,0,2,2,1,0.816496581,-0.664262734,0,2,0.25,0.5,-1.177303452,0,1,-1.5,0.577350269,-0.074425384,-2,-1
Is it green?,grasshopper,is-it-green,is-it-green:grasshopper,visual,8,1.375,0.51754917,1,2,2,1.309307341,0.891461652,0,4,0.625,1.060660172,-0.603774306,0,3,-1.5,0.534522484,-0.074425384,-2,-1
Does it require a conductor?,grasshopper,does-it-require-a-conductor,does-it-require-a-conductor:grasshopper,nonvisual,5,-1,1.414213562,-2,1,0.8,0.836660027,-0.975407611,0,2,0.6,0.894427191,-0.642009583,0,2,-0.8,1.303840481,1.503092461,-2,1
Is it hunted by people?,grasshopper,is-it-hunted-by-people,is-it-hunted-by-people:grasshopper,nonvisual,4,-0.75,0.957427108,-2,0,0.25,0.5,-1.831056023,0,1,1.75,2.061552813,1.116813131,0,4,-1,1.414213562,1.052373077,-2,1
Does it fly?,grasshopper,does-it-fly,does-it-fly:grasshopper,nonvisual,7,-0.142857143,1.345185418,-2,1,1.714285714,0.951189731,0.44696897,0,3,1.571428571,1.272418021,0.843704014,0,3,-0.285714286,0.951189731,2.662085164,-2,1
Does it taste good?,grasshopper,does-it-taste-good,does-it-taste-good:grasshopper,nonvisual,5,-1.2,0.836660027,-2,0,1,1,-0.664262734,0,2,0.2,0.447213596,-1.253774005,0,1,-1.2,1.095445115,0.601653693,-2,0
Is it found in summer?,grasshopper,is-it-found-in-summer,is-it-found-in-summer:grasshopper,nonvisual,4,1.25,0.957427108,0,2,2,1.414213562,0.891461652,1,4,2.25,2.061552813,1.881518658,0,4,-1.25,1.5,0.488973847,-2,1
Does it live in grass?,grasshopper,does-it-live-in-grass,does-it-live-in-grass:grasshopper,nonvisual,4,1,0,1,1,1.25,1.258305739,-0.275331637,0,3,0.5,1,-0.794950688,0,2,-1,1.154700538,1.052373077,-2,0
Is it an insect?,grasshopper,is-it-an-insect,is-it-an-insect:grasshopper,nonvisual,6,1.666666667,0.516397779,1,2,1.5,1.516575089,0.113599459,0,4,1.5,0.836660027,0.734460367,1,3,-1.333333333,0.816496581,0.301174103,-2,0
Is it unable to fly?,grasshopper,is-it-unable-to-fly,is-it-unable-to-fly:grasshopper,nonvisual,5,0,1.224744871,-1,2,1.8,0.836660027,0.580316775,1,3,1.4,0.547722558,0.581519262,1,2,-1.2,0.447213596,0.601653693,-2,-1
Does it have hair?,jacket,does-it-have-hair,does-it-have-hair:jacket,visual,7,-0.571428571,0.786795792,-2,0,1.142857143,0.690065559,-0.442016393,0,2,0.285714286,0.487950036,-1.122681628,0,1,-1.571428571,0.534522484,-0.235396592,-2,-1
Is it tall?,jacket,is-it-tall,is-it-tall:jacket,visual,5,-1.2,0.836660027,-2,0,1.6,1.516575089,0.269171898,0,4,0.4,0.547722558,-0.947891794,0,1,-1.6,0.547722558,-0.299785076,-2,-1
Does it have ears?,jacket,does-it-have-ears,does-it-have-ears:jacket,visual,7,-2,0,-2,-2,1.142857143,1.214985793,-0.442016393,0,3,0.428571429,1.133893419,-0.904194335,0,3,-1.571428571,0.786795792,-0.235396592,-2,0
Does it have sleeves?,jacket,does-it-have-sleeves,does-it-have-sleeves:jacket,visual,5,1.8,0.447213596,1,2,2.8,1.643167673,2.136041161,0,4,1.2,1.303840481,0.27563705,0,3,-1.6,0.547722558,-0.299785076,-2,-1
Does it have a hood?,jacket,does-it-have-a-hood,does-it-have-a-hood:jacket,visual,4,0.25,0.5,0,1,1.75,0.957427108,0.502530556,1,3,0.25,0.5,-1.177303452,0,1,-0.75,0.957427108,1.615772308,-2,0
Does it have pockets?,jacket,does-it-have-pockets,does-it-have-pockets:jacket,visual,6,1.666666667,0.516397779,1,2,1.333333333,0.816496581,-0.145687938,0,2,1.166666667,0.98319208,0.224656682,0,2,-1.333333333,0.516397779,0.301174103,-2,-1
Does it have a zipper?,jacket,does-it-have-a-zipper,does-it-have-a-zipper:jacket,visual,4,1.25,0.5,1,2,3.25,0.5,2.836117134,3,4,0.5,1,-0.794950688,0,2,-1.25,1.5,0.488973847,-2,1
Is it green?,jacket,is-it-green,is-it-green:jacket,visual,6,0,0,0,0,1.166666667,1.471960144,-0.404975336,0,4,0,0,-1.559656216,0,0,-1.5,0.836660027,-0.074425384,-2,0
Does it live in Africa?,jacket,does-it-live-in-africa,does-it-live-in-africa:jacket,nonvisual,4,-0.5,1,-2,0,0.5,0.577350269,-1.442124927,0,1,0.5,0.577350269,-0.794950688,0,1,0,1.825741858,3.305969999,-2,2
Is it an animal?,jacket,is-it-an-animal,is-it-an-animal:jacket,nonvisual,6,-1.666666667,0.816496581,-2,0,1,0.894427191,-0.664262734,0,2,0.166666667,0.40824829,-1.304754373,0,1,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it eat leaves?,jacket,does-it-eat-leaves,does-it-eat-leaves:jacket,nonvisual,7,-2,0,-2,-2,0.857142857,0.899735411,-0.886509075,0,2,0.714285714,0.755928946,-0.467219748,0,2,-1.857142857,0.377964473,-0.879281427,-2,-1
Is it a vegetable?,jacket,is-it-a-vegetable,is-it-a-vegetable:jacket,nonvisual,5,-2,0,-2,-2,2.8,1.788854382,2.136041161,0,4,2,2,1.499165895,0,4,-1.8,0.447213596,-0.75050446,-2,-1
Is it worn for the rain?,jacket,is-it-worn-for-the-rain,is-it-worn-for-the-rain:jacket,nonvisual,5,1.4,0.894427191,0,2,0.8,0.836660027,-0.975407611,0,2,0.8,0.836660027,-0.336127372,0,2,-1.4,0.894427191,0.150934308,-2,0
Is it worn in winter?,jacket,is-it-worn-in-winter,is-it-worn-in-winter:jacket,nonvisual,6,0.5,1.643167673,-2,2,1.666666667,1.366260102,0.372886857,0,4,0.5,0.836660027,-0.794950688,0,2,-1.833333333,0.40824829,-0.825624358,-2,-1
Is it worn in cold temperatures?,jacket,is-it-worn-in-cold-temperatures,is-it-worn-in-cold-temperatures:jacket,nonvisual,8,1.625,0.51754917,1,2,1.25,0.88640526,-0.275331637,0,3,1.125,0.991031209,0.160931221,0,2,-1.75,0.46291005,-0.637824614,-2,-1
Is it clothing?,jacket,is-it-clothing,is-it-clothing:jacket,nonvisual,5,2,0,2,2,0.4,0.547722558,-1.597697365,0,1,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it have a long neck?,lion,does-it-have-a-long-neck,does-it-have-a-long-neck:lion,visual,6,-1.333333333,0.816496581,-2,0,2.166666667,0.98319208,1.15074905,1,4,1.333333333,1.032795559,0.479558525,0,3,-0.833333333,0.98319208,1.427972564,-2,0
Is it yellow inside?,lion,is-it-yellow-inside,is-it-yellow-inside:lion,visual,4,-2,0,-2,-2,1.25,1.892969449,-0.275331637,0,4,1.25,1.258305739,0.352107603,0,3,-1.5,1,-0.074425384,-2,0
Does it have wings?,lion,does-it-have-wings,does-it-have-wings:lion,visual,3,-2,0,-2,-2,1.333333333,2.309401077,-0.145687938,0,4,0,0,-1.559656216,0,0,-1.666666667,0.577350269,-0.450024871,-2,-1
Is it grey?,lion,is-it-grey,is-it-grey:lion,visual,9,-1.333333333,0.866025404,-2,0,0.666666667,0.866025404,-1.182837529,0,2,0.777777778,1.092906421,-0.370114284,0,3,-1.444444444,0.726483157,0.050774445,-2,0
Does it have long legs?,lion,does-it-have-long-legs,does-it-have-long-legs:lion,visual,4,-0.75,1.5,-2,1,1.75,1.5,0.502530556,0,3,1,1.414213562,-0.030245161,0,3,-1.25,0.957427108,0.488973847,-2,0
Does it have teeth?,lion,does-it-have-teeth,does-it-have-teeth:lion,visual,8,1.875,0.353553391,1,2,1.125,1.125991626,-0.469797186,0,3,1.125,1.125991626,0.160931221,0,3,-2,0,-1.201223845,-2,-2
Does it have a tail?,lion,does-it-have-a-tail,does-it-have-a-tail:lion,visual,4,2,0,2,2,1.5,1.732050808,0.113599459,0,4,1,1.414213562,-0.030245161,0,3,-2,0,-1.201223845,-2,-2
Does it have fur?,lion,does-it-have-fur,does-it-have-fur:lion,visual,7,1.571428571,0.534522484,1,2,1.285714286,1.380131119,-0.219770052,0,3,0.571428571,1.133893419,-0.685707041,0,3,-1.571428571,0.786795792,-0.235396592,-2,0
Does it have a mane?,lion,does-it-have-a-mane,does-it-have-a-mane:lion,visual,5,0.8,1.303840481,-1,2,0.8,0.836660027,-0.975407611,0,2,1.6,1.516575089,0.887401473,0,3,-1.6,0.547722558,-0.299785076,-2,-1
Does it lay eggs?,lion,does-it-lay-eggs,does-it-lay-eggs:lion,nonvisual,4,-2,0,-2,-2,0.5,1,-1.442124927,0,2,1,1.154700538,-0.030245161,0,2,-1.75,0.5,-0.637824614,-2,-1
Does it eat cheese?,lion,does-it-eat-cheese,does-it-eat-cheese:lion,nonvisual,5,-0.4,0.894427191,-1,1,1,1,-0.664262734,0,2,1,1.224744871,-0.030245161,0,3,-1,0.707106781,1.052373077,-2,0
Is it found in kitchens?,lion,is-it-found-in-kitchens,is-it-found-in-kitchens:lion,nonvisual,5,-2,0,-2,-2,0.2,0.447213596,-1.908842242,0,1,0.2,0.447213596,-1.253774005,0,1,-2,0,-1.201223845,-2,-2
Does it waddle?,lion,does-it-waddle,does-it-waddle:lion,nonvisual,4,-2,0,-2,-2,1.75,1.5,0.502530556,0,3,0.75,0.957427108,-0.412597924,0,2,-1.5,0.577350269,-0.074425384,-2,-1
Does it roar?,lion,does-it-roar,does-it-roar:lion,nonvisual,4,2,0,2,2,2,1.825741858,0.891461652,0,4,2,0.816496581,1.499165895,1,3,-2,0,-1.201223845,-2,-2
Does it live in jungles?,lion,does-it-live-in-jungles,does-it-live-in-jungles:lion,nonvisual,5,0.4,1.140175425,-1,2,2,0.707106781,0.891461652,1,3,2,1.414213562,1.499165895,0,3,-0.8,0.836660027,1.503092461,-2,0
Is it a mammal?,lion,is-it-a-mammal,is-it-a-mammal:lion,nonvisual,6,1.833333333,0.40824829,1,2,0.666666667,0.816496581,-1.182837529,0,2,1.666666667,1.505545305,0.98936221,0,4,-1.5,0.836660027,-0.074425384,-2,0
Is it an animal?,lion,is-it-an-animal,is-it-an-animal:lion,nonvisual,8,1.75,0.707106781,0,2,1.375,1.685018016,-0.080866089,0,4,0.875,1.356202682,-0.221421542,0,4,-1.875,0.353553391,-0.919524229,-2,-1
Is it a carnivore?,lion,is-it-a-carnivore,is-it-a-carnivore:lion,nonvisual,8,1.625,0.51754917,1,2,1.375,1.187734939,-0.080866089,0,3,1.5,1.195228609,0.734460367,0,3,-1.75,0.46291005,-0.637824614,-2,-1
Does it have stripes?,mouse,does-it-have-stripes,does-it-have-stripes:mouse,visual,5,-1.4,0.894427191,-2,0,2,1.58113883,0.891461652,0,4,1.4,1.673320053,0.581519262,0,4,-1,1,1.052373077,-2,0
Is it large?,mouse,is-it-large,is-it-large:mouse,visual,8,-1.625,0.744023809,-2,0,0.75,1.035098339,-1.05319383,0,2,1.25,1.035098339,0.352107603,0,3,-1.75,0.46291005,-0.637824614,-2,-1
Does it have gears?,mouse,does-it-have-gears,does-it-have-gears:mouse,visual,6,-2,0,-2,-2,1,1.549193338,-0.664262734,0,4,0.333333333,0.516397779,-1.049852531,0,1,-2,0,-1.201223845,-2,-2
Does it have a tail?,mouse,does-it-have-a-tail,does-it-have-a-tail:mouse,visual,5,1.6,0.547722558,1,2,1.6,0.547722558,0.269171898,1,2,0.2,0.447213596,-1.253774005,0,1,-1.8,0.447213596,-0.75050446,-2,-1
Does it have a white tail?,mouse,does-it-have-a-white-tail,does-it-have-a-white-tail:mouse,visual,6,0.166666667,0.752772653,-1,1,2,1.549193338,0.891461652,0,4,1,1.549193338,-0.030245161,0,3,-1.5,0.836660027,-0.074425384,-2,0
Does it have whiskers?,mouse,does-it-have-whiskers,does-it-have-whiskers:mouse,visual,3,0.666666667,2.309401077,-2,2,1.333333333,1.154700538,-0.145687938,0,2,0.333333333,0.577350269,-1.049852531,0,1,-2,0,-1.201223845,-2,-2
Does it have fur?,mouse,does-it-have-fur,does-it-have-fur:mouse,visual,7,1.428571429,1.133893419,-1,2,2.571428571,1.133893419,1.780447015,1,4,2.142857143,1.463850109,1.717653188,0,4,-1.571428571,1.133893419,-0.235396592,-2,1
Is it grey?,mouse,is-it-grey,is-it-grey:mouse,visual,8,0.5,0.534522484,0,1,2,1.414213562,0.891461652,0,4,1.75,1.38873015,1.116813131,0,4,-1.375,0.744023809,0.207274231,-2,0
Does it live on water?,mouse,does-it-live-on-water,does-it-live-on-water:mouse,nonvisual,9,-1.888888889,0.333333333,-2,-1,1.666666667,1.58113883,0.372886857,0,4,1.777777778,1.56347192,1.159296771,0,4,-1.444444444,1.013793755,0.050774445,-2,1
Does it live in zoos?,mouse,does-it-live-in-zoos,does-it-live-in-zoos:mouse,nonvisual,10,-0.6,1.0749677,-2,1,1.5,0.849836586,0.113599459,0,3,1.3,0.948683298,0.428578156,0,3,-1.1,0.737864787,0.827013385,-2,0
Is it used for transportation?,mouse,is-it-used-for-transportation,is-it-used-for-transportation:mouse,nonvisual,4,-1.75,0.5,-2,-1,1.5,1.914854216,0.113599459,0,4,1,2,-0.030245161,0,4,-1.5,1,-0.074425384,-2,0
Is it a fruit?,mouse,is-it-a-fruit,is-it-a-fruit:mouse,nonvisual,4,-2,0,-2,-2,1,0.816496581,-0.664262734,0,2,0.25,0.5,-1.177303452,0,1,-2,0,-1.201223845,-2,-2
Is it an animal?,mouse,is-it-an-animal,is-it-an-animal:mouse,nonvisual,6,1.166666667,0.98319208,0,2,0.833333333,0.98319208,-0.923550131,0,2,0.666666667,0.816496581,-0.540048846,0,2,-1,1.264911064,1.052373077,-2,1
Is it a rodent?,mouse,is-it-a-rodent,is-it-a-rodent:mouse,nonvisual,7,1.428571429,1.133893419,-1,2,1.142857143,1.214985793,-0.442016393,0,3,1.142857143,0.899735411,0.188242133,0,2,-1.857142857,0.377964473,-0.879281427,-2,-1
Is it used in experiments?,mouse,is-it-used-in-experiments,is-it-used-in-experiments:mouse,nonvisual,3,1.666666667,0.577350269,1,2,0.666666667,0.577350269,-1.182837529,0,1,2.666666667,0.577350269,2.518773265,2,3,-1.333333333,0.577350269,0.301174103,-2,-1
Does it eat cheese?,mouse,does-it-eat-cheese,does-it-eat-cheese:mouse,nonvisual,4,1.75,0.5,1,2,0.75,0.957427108,-1.05319383,0,2,1.75,1.5,1.116813131,0,3,-1.25,0.5,0.488973847,-2,-1
Does it eat?,mouse,does-it-eat,does-it-eat:mouse,nonvisual,6,1.5,0.836660027,0,2,1.333333333,1.505545305,-0.145687938,0,4,0.833333333,1.329160136,-0.285147003,0,3,-1.666666667,0.516397779,-0.450024871,-2,-1
Is it hunted by people?,mouse,is-it-hunted-by-people,is-it-hunted-by-people:mouse,nonvisual,5,0,1,-1,1,1,0.707106781,-0.664262734,0,2,1,1.732050808,-0.030245161,0,4,-1.2,0.447213596,0.601653693,-2,-1
Is it long?,penguin,is-it-long,is-it-long:penguin,visual,2,-1,1.414213562,-2,0,1,1.414213562,-0.664262734,0,2,1.5,0.707106781,0.734460367,1,2,-1.5,0.707106781,-0.074425384,-2,-1
Does it have four legs?,penguin,does-it-have-four-legs,does-it-have-four-legs:penguin,visual,5,-1.4,1.341640787,-2,1,2.2,1.643167673,1.202606529,0,4,1.4,0.547722558,0.581519262,1,2,-1.2,0.836660027,0.601653693,-2,0
Does it have a tail?,penguin,does-it-have-a-tail,does-it-have-a-tail:penguin,visual,6,-0.166666667,1.329160136,-2,2,2.5,1.378404875,1.669323845,0,4,2,1.414213562,1.499165895,0,4,-0.333333333,1.366260102,2.554771025,-2,1
Is it red?,penguin,is-it-red,is-it-red:penguin,visual,7,-2,0,-2,-2,1.285714286,1.112697281,-0.219770052,0,3,0.571428571,0.786795792,-0.685707041,0,2,-1.857142857,0.377964473,-0.879281427,-2,-1
Does it have wings?,penguin,does-it-have-wings,does-it-have-wings:penguin,visual,4,1.75,0.5,1,2,2.5,1.290994449,1.669323845,1,4,1.75,1.707825128,1.116813131,0,4,-1.25,0.957427108,0.488973847,-2,0
Does it have feet?,penguin,does-it-have-feet,does-it-have-feet:penguin,visual,4,1.75,0.5,1,2,2.25,1.5,1.280392749,1,4,1.75,2.061552813,1.116813131,0,4,-1.75,0.5,-0.637824614,-2,-1
Does it have a beak?,penguin,does-it-have-a-beak,does-it-have-a-beak:penguin,visual,5,1.6,0.547722558,1,2,2,1.414213562,0.891461652,0,3,0.6,0.547722558,-0.642009583,0,1,-1.2,0.836660027,0.601653693,-2,0
Is it black?,penguin,is-it-black,is-it-black:penguin,visual,5,0.8,0.836660027,0,2,2,1.58113883,0.891461652,0,4,1.2,0.836660027,0.27563705,0,2,-1,1,1.052373077,-2,0
Does it eat grain?,penguin,does-it-eat-grain,does-it-eat-grain:penguin,nonvisual,5,-1.8,0.447213596,-2,-1,0.6,0.547722558,-1.286552488,0,1,2,1.414213562,1.499165895,0,4,-1.4,0.547722558,0.150934308,-2,-1
Does it like mud?,penguin,does-it-like-mud,does-it-like-mud:penguin,nonvisual,6,-1.333333333,0.516397779,-2,-1,2.166666667,1.169045194,1.15074905,1,4,1.166666667,0.752772653,0.224656682,0,2,-1,1.095445115,1.052373077,-2,1
Is it an herbivore?,penguin,is-it-an-herbivore,is-it-an-herbivore:penguin,nonvisual,6,-0.5,1.760681686,-2,2,2.666666667,1.032795559,1.928611243,1,4,2.333333333,1.632993162,2.00896958,0,4,-0.166666667,1.329160136,2.930370512,-2,1
Is it breakable?,penguin,is-it-breakable,is-it-breakable:penguin,nonvisual,5,-1,1.224744871,-2,1,1.4,1.140175425,-0.041972979,0,3,0.6,0.894427191,-0.642009583,0,2,-1.6,0.894427191,-0.299785076,-2,0
Is it like a horse?,penguin,is-it-like-a-horse,is-it-like-a-horse:penguin,nonvisual,4,-2,0,-2,-2,1.75,1.5,0.502530556,1,4,0.75,0.957427108,-0.412597924,0,2,-2,0,-1.201223845,-2,-2
Does it waddle?,penguin,does-it-waddle,does-it-waddle:penguin,nonvisual,4,1.5,0.577350269,1,2,1.75,1.707825128,0.502530556,0,4,0,0,-1.559656216,0,0,-1.5,0.577350269,-0.074425384,-2,-1
Does it lay eggs?,penguin,does-it-lay-eggs,does-it-lay-eggs:penguin,nonvisual,5,1.4,0.894427191,0,2,1.4,0.894427191,-0.041972979,0,2,1.8,1.095445115,1.193283684,0,3,-1,0.707106781,1.052373077,-2,0
Does it live in the Arctic?,penguin,does-it-live-in-the-arctic,does-it-live-in-the-arctic:penguin,nonvisual,7,0.285714286,1.603567451,-2,2,1.571428571,1.511857892,0.22472263,0,4,2.285714286,1.496026483,1.936140482,0,4,-0.714285714,0.951189731,1.696257912,-2,0
Is it unable to fly?,penguin,is-it-unable-to-fly,is-it-unable-to-fly:penguin,nonvisual,6,1.5,0.547722558,1,2,1.833333333,1.722401424,0.632174254,0,4,2.333333333,1.366260102,2.00896958,1,4,-1.5,0.547722558,-0.074425384,-2,-1
Is it a bird?,penguin,is-it-a-bird,is-it-a-bird:penguin,nonvisual,4,2,0,2,2,1.5,1.732050808,0.113599459,0,3,2,0.816496581,1.499165895,1,3,-1.5,0.577350269,-0.074425384,-2,-1
Does it have fur?,pig,does-it-have-fur,does-it-have-fur:pig,visual,4,-0.25,2.061552813,-2,2,1.75,1.707825128,0.502530556,0,4,1.25,1.892969449,0.352107603,0,4,-1.5,1,-0.074425384,-2,0
