question,cue,question_slug,proposition_id,feat_type,num_ratings,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_z,imagery_min,imagery_max,facts_mean,facts_std,facts_z,facts_min,facts_max,difficulty_mean,difficulty_std,difficulty_z,difficulty_min,difficulty_max
Is it healthy?,table,is-it-healthy,is-it-healthy:table,nonvisual,5,-1.8,0.447213596,-2,-1,1.4,1.949358869,-0.041972979,0,4,0.4,0.894427191,-0.947891794,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Is it a mammal?,table,is-it-a-mammal,is-it-a-mammal:table,nonvisual,3,-1.333333333,1.154700538,-2,0,1.333333333,1.154700538,-0.145687938,0,2,1.333333333,1.154700538,0.479558525,0,2,-1,1,1.052373077,-2,0
Is it an animal?,table,is-it-an-animal,is-it-an-animal:table,nonvisual,4,-2,0,-2,-2,0,0,-2.21998712,0,0,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it used for eating on?,table,is-it-used-for-eating-on,is-it-used-for-eating-on:table,nonvisual,2,1,0,1,1,2,2.828427125,0.891461652,0,4,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it found in kitchens?,table,is-it-found-in-kitchens,is-it-found-in-kitchens:table,nonvisual,4,1,0.816496581,0,2,1.5,1.290994449,0.113599459,0,3,0.25,0.5,-1.177303452,0,1,-1.5,0.577350269,-0.074425384,-2,-1
Is it found in dining rooms?,table,is-it-found-in-dining-rooms,is-it-found-in-dining-rooms:table,nonvisual,7,1.428571429,0.534522484,1,2,1.571428571,1.812653934,0.22472263,0,4,0.285714286,0.487950036,-1.122681628,0,1,-1.857142857,0.377964473,-0.879281427,-2,-1
Is it furniture?,table,is-it-furniture,is-it-furniture:table,nonvisual,4,1.75,0.5,1,2,1,0.816496581,-0.664262734,0,2,0.5,1,-0.794950688,0,2,-1.5,1,-0.074425384,-2,0
Is it brown?,tiger,is-it-brown,is-it-brown:tiger,visual,7,-1.142857143,1.069044968,-2,0,2.285714286,0.951189731,1.335954334,1,4,1.714285714,1.496026483,1.062191307,0,4,-1.428571429,0.534522484,0.086545825,-2,-1
Does it have warts?,tiger,does-it-have-warts,does-it-have-warts:tiger,visual,5,-1,1,-2,0,1.6,1.140175425,0.269171898,0,3,2.2,1.643167673,1.805048106,0,4,-1.2,0.836660027,0.601653693,-2,0
Is it yellow inside?,tiger,is-it-yellow-inside,is-it-yellow-inside:tiger,visual,4,-1.5,0.577350269,-2,-1,1.5,1.290994449,0.113599459,0,3,0.75,0.5,-0.412597924,0,1,-0.5,1,2.179171538,-2,0
Does it have large ears?,tiger,does-it-have-large-ears,does-it-have-large-ears:tiger,visual,5,-0.4,0.894427191,-1,1,1.8,1.095445115,0.580316775,0,3,1,1.224744871,-0.030245161,0,3,-0.2,1.095445115,2.855250614,-1,1
Is it black?,tiger,is-it-black,is-it-black:tiger,visual,5,-1.4,0.547722558,-2,-1,2.4,1.816590212,1.513751406,0,4,1.4,0.894427191,0.581519262,0,2,-1,1.224744871,1.052373077,-2,1
Does it have large teeth?,tiger,does-it-have-large-teeth,does-it-have-large-teeth:tiger,visual,6,1,0.632455532,0,2,2,1.414213562,0.891461652,0,4,1.5,1.378404875,0.734460367,0,4,-1.5,0.547722558,-0.074425384,-2,-1
Does it have whiskers?,tiger,does-it-have-whiskers,does-it-have-whiskers:tiger,visual,7,1.285714286,1.496026483,-2,2,2,1.632993162,0.891461652,0,4,0.857142857,1.214985793,-0.248732454,0,3,-1.428571429,0.786795792,0.086545825,-2,0
Is it orange?,tiger,is-it-orange,is-it-orange:tiger,visual,7,0.714285714,0.755928946,0,2,1.571428571,1.272418021,0.22472263,0,4,1.571428571,1.272418021,0.843704014,0,3,-1.571428571,0.786795792,-0.235396592,-2,0
Does it have teeth?,tiger,does-it-have-teeth,does-it-have-teeth:tiger,visual,4,1.5,1,0,2,2.25,2.061552813,1.280392749,0,4,0.5,1,-0.794950688,0,2,-1.25,1.5,0.488973847,-2,1
Does it have stripes?,tiger,does-it-have-stripes,does-it-have-stripes:tiger,visual,4,1.75,0.5,1,2,1,1.414213562,-0.664262734,0,3,0.75,0.957427108,-0.412597924,0,2,-1.75,0.5,-0.637824614,-2,-1
Is it used for relaxing?,tiger,is-it-used-for-relaxing,is-it-used-for-relaxing:tiger,nonvisual,6,-1.5,0.836660027,-2,0,0.333333333,0.516397779,-1.701412324,0,1,0.333333333,0.816496581,-1.049852531,0,2,-1.833333333,0.40824829,-0.825624358,-2,-1
Is it worn in winter?,tiger,is-it-worn-in-winter,is-it-worn-in-winter:tiger,nonvisual,4,-1.5,1,-2,0,1,0.816496581,-0.664262734,0,2,0.5,1,-0.794950688,0,2,-1,1.414213562,1.052373077,-2,1
Does it grow underground?,tiger,does-it-grow-underground,does-it-grow-underground:tiger,nonvisual,3,-1.333333333,1.154700538,-2,0,1.666666667,0.577350269,0.372886857,1,2,1.666666667,1.527525232,0.98936221,0,3,-1,1.732050808,1.052373077,-2,1
Does it taste sweet?,tiger,does-it-taste-sweet,does-it-taste-sweet:tiger,nonvisual,5,-1.8,0.447213596,-2,-1,0.6,0.547722558,-1.286552488,0,1,0.4,0.894427191,-0.947891794,0,2,-1.4,1.341640787,0.150934308,-2,1
Is it used for sitting on?,tiger,is-it-used-for-sitting-on,is-it-used-for-sitting-on:tiger,nonvisual,4,-2,0,-2,-2,1.5,1.290994449,0.113599459,0,3,0.25,0.5,-1.177303452,0,1,-1.75,0.5,-0.637824614,-2,-1
Does it live in India?,tiger,does-it-live-in-india,does-it-live-in-india:tiger,nonvisual,4,0.75,0.957427108,0,2,0.75,0.957427108,-1.05319383,0,2,1.5,0.577350269,0.734460367,1,2,-1,0.816496581,1.052373077,-2,0
Does it live in zoos?,tiger,does-it-live-in-zoos,does-it-live-in-zoos:tiger,nonvisual,4,1,1.154700538,0,2,1.5,1.914854216,0.113599459,0,4,1.75,1.707825128,1.116813131,0,4,-1.75,0.5,-0.637824614,-2,-1
Is it an animal?,tiger,is-it-an-animal,is-it-an-animal:tiger,nonvisual,5,2,0,2,2,1,1.732050808,-0.664262734,0,4,1,1.732050808,-0.030245161,0,4,-2,0,-1.201223845,-2,-2
Is it a carnivore?,tiger,is-it-a-carnivore,is-it-a-carnivore:tiger,nonvisual,4,1,1.154700538,0,2,1.5,1,0.113599459,1,3,2.25,1.5,1.881518658,1,4,-0.75,1.5,1.615772308,-2,1
Does it live in Africa?,tiger,does-it-live-in-africa,does-it-live-in-africa:tiger,nonvisual,5,0,1.58113883,-2,2,1.8,0.836660027,0.580316775,1,3,1.8,0.836660027,1.193283684,1,3,-0.8,0.836660027,1.503092461,-2,0
Does it have a tail?,toad,does-it-have-a-tail,does-it-have-a-tail:toad,visual,6,-1.833333333,0.40824829,-2,-1,1,1.264911064,-0.664262734,0,3,1.166666667,1.329160136,0.224656682,0,3,-1.5,0.547722558,-0.074425384,-2,-1
Does it have a peel?,toad,does-it-have-a-peel,does-it-have-a-peel:toad,visual,5,-1.8,0.447213596,-2,-1,1.4,1.140175425,-0.041972979,0,3,1.4,1.949358869,0.581519262,0,4,-1.6,0.547722558,-0.299785076,-2,-1
Does it have handle bars?,toad,does-it-have-handle-bars,does-it-have-handle-bars:toad,visual,6,-1.5,1.224744871,-2,1,0.333333333,0.816496581,-1.701412324,0,2,0.166666667,0.40824829,-1.304754373,0,1,-1.833333333,0.40824829,-0.825624358,-2,-1
Does it have whiskers?,toad,does-it-have-whiskers,does-it-have-whiskers:toad,visual,4,-2,0,-2,-2,1,0.816496581,-0.664262734,0,2,1.5,1.290994449,0.734460367,0,3,-1.5,0.577350269,-0.074425384,-2,-1
Does it have a long tongue?,toad,does-it-have-a-long-tongue,does-it-have-a-long-tongue:toad,visual,5,1.6,0.894427191,0,2,2,1.58113883,0.891461652,0,4,0.8,1.303840481,-0.336127372,0,3,-1.6,0.894427191,-0.299785076,-2,0
Is it green?,toad,is-it-green,is-it-green:toad,visual,2,0.5,0.707106781,0,1,1.5,2.121320344,0.113599459,0,3,1.5,2.121320344,0.734460367,0,3,-2,0,-1.201223845,-2,-2
Is it small?,toad,is-it-small,is-it-small:toad,visual,4,1.25,0.957427108,0,2,2.75,1.258305739,2.058254941,1,4,0.75,0.5,-0.412597924,0,1,-1.5,0.577350269,-0.074425384,-2,-1
Does it have warts?,toad,does-it-have-warts,does-it-have-warts:toad,visual,5,0,1.58113883,-2,2,2,1,0.891461652,1,3,1.8,1.303840481,1.193283684,0,3,-1,0.707106781,1.052373077,-2,0
Does it taste good?,toad,does-it-taste-good,does-it-taste-good:toad,nonvisual,7,-1.142857143,1.069044968,-2,1,0.857142857,1.214985793,-0.886509075,0,3,1.571428571,1.272418021,0.843704014,0,3,-1.285714286,0.951189731,0.408488242,-2,0
Is it furry?,toad,is-it-furry,is-it-furry:toad,nonvisual,5,-2,0,-2,-2,1.2,1.788854382,-0.353117857,0,4,0.4,0.894427191,-0.947891794,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Does it run fast?,toad,does-it-run-fast,does-it-run-fast:toad,nonvisual,4,-0.75,0.957427108,-2,0,1,0.816496581,-0.664262734,0,2,1,1.154700538,-0.030245161,0,2,-1.25,0.957427108,0.488973847,-2,0
Does it bark?,toad,does-it-bark,does-it-bark:toad,nonvisual,5,-2,0,-2,-2,1,1.732050808,-0.664262734,0,4,1.2,1.303840481,0.27563705,0,3,-2,0,-1.201223845,-2,-2
Does it eat insects?,toad,does-it-eat-insects,does-it-eat-insects:toad,nonvisual,4,1.5,0.577350269,1,2,1.5,0.577350269,0.113599459,1,2,2,0.816496581,1.499165895,1,3,-1.25,0.5,0.488973847,-2,-1
Is it an amphibian?,toad,is-it-an-amphibian,is-it-an-amphibian:toad,nonvisual,4,1.75,0.5,1,2,1.75,0.957427108,0.502530556,1,3,2.5,1.290994449,2.263871422,1,4,-1.75,0.5,-0.637824614,-2,-1
Does it hop?,toad,does-it-hop,does-it-hop:toad,nonvisual,7,1.857142857,0.377964473,1,2,1.428571429,0.975900073,0.002476289,0,3,0.857142857,1.069044968,-0.248732454,0,3,-1.571428571,0.534522484,-0.235396592,-2,-1
Does it eat?,toad,does-it-eat,does-it-eat:toad,nonvisual,6,2,0,2,2,1,1.264911064,-0.664262734,0,3,1,0.632455532,-0.030245161,0,2,-1.666666667,0.516397779,-0.450024871,-2,-1
Does it have a zipper?,train,does-it-have-a-zipper,does-it-have-a-zipper:train,visual,2,-2,0,-2,-2,0.5,0.707106781,-1.442124927,0,1,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it have a beak?,train,does-it-have-a-beak,does-it-have-a-beak:train,visual,4,-2,0,-2,-2,1.75,2.061552813,0.502530556,0,4,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it green?,train,is-it-green,is-it-green:train,visual,7,-0.571428571,0.786795792,-2,0,1.428571429,0.786795792,0.002476289,0,2,0.571428571,0.975900073,-0.685707041,0,2,-1.142857143,1.069044968,0.73043066,-2,1
Does it have long legs?,train,does-it-have-long-legs,does-it-have-long-legs:train,visual,5,-1.6,0.894427191,-2,0,1,1.414213562,-0.664262734,0,3,0.6,0.894427191,-0.642009583,0,2,-1.4,0.894427191,0.150934308,-2,0
Is it made of metal?,train,is-it-made-of-metal,is-it-made-of-metal:train,visual,5,1.6,0.547722558,1,2,2.4,1.341640787,1.513751406,1,4,2,1.58113883,1.499165895,0,4,-1.8,0.447213596,-0.75050446,-2,-1
Does it have many cars?,train,does-it-have-many-cars,does-it-have-many-cars:train,visual,6,0.5,1.048808848,-1,2,1.333333333,1.366260102,-0.145687938,0,4,0.666666667,0.816496581,-0.540048846,0,2,-0.833333333,1.169045194,1.427972564,-2,1
Does it have an engine?,train,does-it-have-an-engine,does-it-have-an-engine:train,visual,6,2,0,2,2,2,1.264911064,0.891461652,1,4,1.5,1.224744871,0.734460367,0,3,-1.333333333,0.816496581,0.301174103,-2,0
Does it have a caboose?,train,does-it-have-a-caboose,does-it-have-a-caboose:train,visual,5,1,0.707106781,0,2,1.8,0.836660027,0.580316775,1,3,1.4,0.547722558,0.581519262,1,2,-1.2,0.836660027,0.601653693,-2,0
Does it produce offspring?,train,does-it-produce-offspring,does-it-produce-offspring:train,nonvisual,5,-2,0,-2,-2,1.4,1.341640787,-0.041972979,0,3,1.4,1.341640787,0.581519262,0,3,-1.4,0.547722558,0.150934308,-2,-1
Does it live in the Arctic?,train,does-it-live-in-the-arctic,does-it-live-in-the-arctic:train,nonvisual,4,-2,0,-2,-2,0.25,0.5,-1.831056023,0,1,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it grow in tropical climates?,train,does-it-grow-in-tropical-climates,does-it-grow-in-tropical-climates:train,nonvisual,5,-1.6,0.894427191,-2,0,1.8,1.643167673,0.580316775,0,4,1,1.224744871,-0.030245161,0,3,-1.6,0.894427191,-0.299785076,-2,0
Is it a fruit?,train,is-it-a-fruit,is-it-a-fruit:train,nonvisual,7,-2,0,-2,-2,0.714285714,1.496026483,-1.108755415,0,4,1.285714286,1.603567451,0.406729427,0,4,-1.857142857,0.377964473,-0.879281427,-2,-1
Is it loud?,train,is-it-loud,is-it-loud:train,nonvisual,5,1.8,0.447213596,1,2,1.4,1.516575089,-0.041972979,0,3,1.4,1.673320053,0.581519262,0,4,-1.8,0.447213596,-0.75050446,-2,-1
Does it require a conductor?,train,does-it-require-a-conductor,does-it-require-a-conductor:train,nonvisual,4,1.5,0.577350269,1,2,1.25,0.957427108,-0.275331637,0,2,2,1.414213562,1.499165895,0,3,-1.25,0.5,0.488973847,-2,-1
Is it used for transportation?,train,is-it-used-for-transportation,is-it-used-for-transportation:train,nonvisual,6,2,0,2,2,1.666666667,0.816496581,0.372886857,1,3,0.666666667,0.816496581,-0.540048846,0,2,-1.5,0.547722558,-0.074425384,-2,-1
Is it used for freight?,train,is-it-used-for-freight,is-it-used-for-freight:train,nonvisual,5,1.6,0.547722558,1,2,1.6,1.816590212,0.269171898,0,4,0.8,0.836660027,-0.336127372,0,2,-1.6,0.547722558,-0.299785076,-2,-1
Does it have antennae?,zebra,does-it-have-antennae,does-it-have-antennae:zebra,visual,3,-2,0,-2,-2,0,0,-2.21998712,0,0,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Is it red?,zebra,is-it-red,is-it-red:zebra,visual,3,-2,0,-2,-2,1.666666667,2.081665999,0.372886857,0,4,0,0,-1.559656216,0,0,-2,0,-1.201223845,-2,-2
Does it have jaws?,zebra,does-it-have-jaws,does-it-have-jaws:zebra,visual,7,1,1.527525232,-2,2,1.428571429,1.397276262,0.002476289,0,4,1,1.527525232,-0.030245161,0,4,-1,1,1.052373077,-2,0
Does it have a mane?,zebra,does-it-have-a-mane,does-it-have-a-mane:zebra,visual,4,0.75,0.957427108,0,2,1.5,1,0.113599459,0,2,1.5,1,0.734460367,0,2,-0.5,1.290994449,2.179171538,-2,1
Does it have hooves?,zebra,does-it-have-hooves,does-it-have-hooves:zebra,visual,2,1.5,0.707106781,1,2,2,1.414213562,0.891461652,1,3,0.5,0.707106781,-0.794950688,0,1,-1,1.414213562,1.052373077,-2,0
Does it have four legs?,zebra,does-it-have-four-legs,does-it-have-four-legs:zebra,visual,5,1.8,0.447213596,1,2,1,0.707106781,-0.664262734,0,2,1.2,0.836660027,0.27563705,0,2,-1.8,0.447213596,-0.75050446,-2,-1
Does it have stripes?,zebra,does-it-have-stripes,does-it-have-stripes:zebra,visual,4,1.75,0.5,1,2,1.75,1.258305739,0.502530556,0,3,1,0.816496581,-0.030245161,0,2,-2,0,-1.201223845,-2,-2
Does it live in jungles?,zebra,does-it-live-in-jungles,does-it-live-in-jungles:zebra,nonvisual,5,-0.8,1.643167673,-2,2,1.4,1.140175425,-0.041972979,0,3,1.6,1.140175425,0.887401473,0,3,-1.2,1.095445115,0.601653693,-2,0
Does it eat garbage?,zebra,does-it-eat-garbage,does-it-eat-garbage:zebra,nonvisual,3,-1.333333333,0.577350269,-2,-1,1,1,-0.664262734,0,2,1.666666667,1.527525232,0.98936221,0,3,-0.333333333,1.527525232,2.554771025,-2,1
Is it used for eating on?,zebra,is-it-used-for-eating-on,is-it-used-for-eating-on:zebra,nonvisual,5,-1.2,1.095445115,-2,0,1.8,1.483239697,0.580316775,0,4,0.6,0.894427191,-0.642009583,0,2,-1.2,1.303840481,0.601653693,-2,1
Is it eaten by rabbits?,zebra,is-it-eaten-by-rabbits,is-it-eaten-by-rabbits:zebra,nonvisual,3,-2,0,-2,-2,1.333333333,2.309401077,-0.145687938,0,4,1.333333333,2.309401077,0.479558525,0,4,-2,0,-1.201223845,-2,-2
Does it live in water?,zebra,does-it-live-in-water,does-it-live-in-water:zebra,nonvisual,5,-2,0,-2,-2,0.4,0.547722558,-1.597697365,0,1,1.4,0.894427191,0.581519262,1,3,-1.8,0.447213596,-0.75050446,-2,-1
Does it travel in herds?,zebra,does-it-travel-in-herds,does-it-travel-in-herds:zebra,nonvisual,6,0.666666667,1.032795559,-1,2,1.333333333,0.816496581,-0.145687938,1,3,2,0.632455532,1.499165895,1,3,-1,1.264911064,1.052373077,-2,1
Does it live in Africa?,zebra,does-it-live-in-africa,does-it-live-in-africa:zebra,nonvisual,6,1,0.894427191,0,2,1.333333333,1.032795559,-0.145687938,0,3,1.833333333,1.169045194,1.244264052,0,3,-0.666666667,1.032795559,1.803572051,-2,1
Does it run fast?,zebra,does-it-run-fast,does-it-run-fast:zebra,nonvisual,7,1,1,-1,2,1.571428571,1.133893419,0.22472263,0,3,2,1.414213562,1.499165895,0,4,-0.714285714,1.112697281,1.696257912,-2,1
Is it an animal?,zebra,is-it-an-animal,is-it-an-animal:zebra,nonvisual,9,2,0,2,2,1.444444444,1.236033081,0.027170327,0,4,1.222222222,1.6414763,0.309623963,0,4,-1.888888889,0.333333333,-0.950824187,-2,-1
