cue,ftype,qid,question,response,question_id,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max
bottle,nonvisual,1,Is it an animal?,no,bottle:nonvisual:1:no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2.0,-1.5714285714285714,0.7867957924694432,-2.0,0.0,0.7142857142857143,1.2535663410560174,0.0,3.0
bottle,nonvisual,2,Is it juicy?,no,bottle:nonvisual:2:no,4.0,-2.0,0.0,-2.0,-2.0,1.25,1.2583057392117916,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.25,0.5,0.0,1.0
bottle,nonvisual,3,Is it a carnivore?,no,bottle:nonvisual:3:no,5.0,-2.0,0.0,-2.0,-2.0,1.0,1.7320508075688772,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.8,1.7888543819998317,0.0,4.0
bottle,nonvisual,4,Does it fly?,no,bottle:nonvisual:4:no,5.0,-2.0,0.0,-2.0,-2.0,0.4,0.5477225575051661,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.8,1.3038404810405297,0.0,3.0
bottle,nonvisual,5,Is it an amphibian?,no,bottle:nonvisual:5:no,5.0,-2.0,0.0,-2.0,-2.0,0.4,0.8944271909999159,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,1.7888543819998317,0.0,4.0
bottle,visual,1,Does it have feet?,no,bottle:visual:1:no,5.0,-0.6,0.8944271909999159,-2.0,0.0,0.4,0.5477225575051661,0.0,1.0,-1.2,0.8366600265340756,-2.0,0.0,0.4,0.8944271909999159,0.0,2.0
bottle,visual,2,Does it have seeds?,no,bottle:visual:2:no,7.0,-2.0,0.0,-2.0,-2.0,1.4285714285714286,1.1338934190276817,0.0,3.0,-2.0,0.0,-2.0,-2.0,0.8571428571428571,1.5735915849388864,0.0,4.0
bottle,visual,3,Does it have armrests?,no,bottle:visual:3:no,5.0,-1.6,0.8944271909999157,-2.0,0.0,2.0,1.8708286933869707,0.0,4.0,-0.8,1.6431676725154984,-2.0,1.0,1.8,1.7888543819998317,0.0,4.0
bottle,visual,4,Does it have eyes?,no,bottle:visual:4:no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,1.5,1.224744871391589,0.0,3.0,-1.0,0.8944271909999159,-2.0,0.0,1.1666666666666667,1.1690451944500122,0.0,3.0
bottle,visual,5,Does it have teeth?,no,bottle:visual:5:no,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,0.0,2.0,-2.0,0.0,-2.0,-2.0,1.6666666666666667,2.0816659994661326,0.0,4.0
camel,nonvisual,1,Does it live in the desert?,yes,camel:nonvisual:1:yes,8.0,1.625,0.5175491695067657,1.0,2.0,1.375,1.0606601717798212,0.0,3.0,-1.625,0.7440238091428449,-2.0,0.0,1.375,1.0606601717798212,0.0,3.0
camel,nonvisual,2,Does it drink water?,yes,camel:nonvisual:2:yes,6.0,2.0,0.0,2.0,2.0,0.5,0.8366600265340756,0.0,2.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,1.2110601416389968,0.0,3.0
camel,nonvisual,3,Is it used by riding?,yes,camel:nonvisual:3:yes,7.0,1.7142857142857142,0.7559289460184543,0.0,2.0,0.8571428571428571,0.8997354108424372,0.0,2.0,-1.5714285714285714,0.5345224838248489,-2.0,-1.0,0.8571428571428571,0.8997354108424372,0.0,2.0
camel,nonvisual,4,Is it a mammal?,yes,camel:nonvisual:4:yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,0.5,0.5477225575051661,0.0,1.0,-1.5,0.5477225575051661,-2.0,-1.0,2.0,1.0954451150103321,1.0,4.0
camel,nonvisual,5,Does it spit?,yes,camel:nonvisual:5:yes,6.0,1.5,0.8366600265340756,0.0,2.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.5,0.8366600265340756,-2.0,0.0,2.5,1.6431676725154984,0.0,4.0
camel,visual,1,Does it have a hump?,yes,camel:visual:1:yes,5.0,2.0,0.0,2.0,2.0,1.6,1.3416407864998738,0.0,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.224744871391589,0.0,3.0
camel,visual,2,Is it brown?,yes,camel:visual:2:yes,4.0,0.5,1.0,0.0,2.0,1.5,1.7320508075688772,0.0,4.0,-1.25,0.9574271077563381,-2.0,0.0,1.5,0.5773502691896257,1.0,2.0
camel,visual,3,Does it have legs?,yes,camel:visual:3:yes,6.0,2.0,0.0,2.0,2.0,0.6666666666666666,1.2110601416389968,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,1.8333333333333333,1.7224014243685084,0.0,4.0
camel,visual,4,Is it large?,yes,camel:visual:4:yes,4.0,1.0,0.816496580927726,0.0,2.0,1.75,0.9574271077563381,1.0,3.0,-1.75,0.5,-2.0,-1.0,0.5,0.5773502691896257,0.0,1.0
camel,visual,5,Is it beige?,yes,camel:visual:5:yes,5.0,1.0,0.7071067811865476,0.0,2.0,1.8,0.8366600265340757,1.0,3.0,-0.8,1.0954451150103321,-2.0,1.0,0.6,0.5477225575051661,0.0,1.0
camel,nonvisual,1,Is it a bird?,no,camel:nonvisual:1:no,2.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,2.0,-1.5,0.7071067811865476,-2.0,-1.0,1.0,1.4142135623730951,0.0,2.0
camel,nonvisual,2,Is it graceful?,no,camel:nonvisual:2:no,5.0,-0.4,0.8944271909999159,-1.0,1.0,2.0,1.224744871391589,1.0,4.0,-1.0,1.0,-2.0,0.0,1.0,1.4142135623730951,0.0,3.0
camel,nonvisual,3,Does it eat?,no,camel:nonvisual:3:no,8.0,1.375,0.9161253813129043,0.0,2.0,1.625,1.5059406173077154,0.0,4.0,-1.625,0.7440238091428449,-2.0,0.0,1.25,1.5811388300841898,0.0,4.0
camel,nonvisual,4,Does it live on a farm?,no,camel:nonvisual:4:no,4.0,-0.5,0.5773502691896257,-1.0,0.0,1.5,1.2909944487358056,0.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,1.75,1.707825127659933,0.0,4.0
camel,nonvisual,5,Does it live in a coop?,no,camel:nonvisual:5:no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.6,1.3416407864998738,0.0,3.0,-1.0,1.4142135623730951,-2.0,1.0,1.6,1.51657508881031,0.0,3.0
camel,visual,1,Does it have stripes?,no,camel:visual:1:no,3.0,-1.3333333333333333,1.1547005383792517,-2.0,0.0,1.0,1.0,0.0,2.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,0.6666666666666666,0.5773502691896258,0.0,1.0
camel,visual,2,Does it have seeds?,no,camel:visual:2:no,6.0,-2.0,0.0,-2.0,-2.0,1.1666666666666667,0.7527726527090811,0.0,2.0,-1.3333333333333333,0.816496580927726,-2.0,0.0,1.8333333333333333,1.4719601443879744,0.0,4.0
camel,visual,3,Does it have whiskers?,no,camel:visual:3:no,8.0,-0.875,1.1259916264596033,-2.0,1.0,1.75,1.0350983390135313,0.0,3.0,-0.5,1.4142135623730951,-2.0,1.0,0.875,1.1259916264596033,0.0,3.0
camel,visual,4,Does it have a cork?,no,camel:visual:4:no,4.0,-2.0,0.0,-2.0,-2.0,1.75,1.707825127659933,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,0.9574271077563381,0.0,2.0
camel,visual,5,Does it have green leaves?,no,camel:visual:5:no,8.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,4.0,-1.5,0.9258200997725514,-2.0,0.0,1.25,1.2817398889233114,0.0,3.0
carrot,nonvisual,1,Is it a vegetable?,yes,carrot:nonvisual:1:yes,5.0,1.8,0.44721359549995815,1.0,2.0,0.8,0.8366600265340756,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.4,1.1401754250991378,0.0,3.0
carrot,nonvisual,2,Is it eaten by rabbits?,yes,carrot:nonvisual:2:yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.4,1.1401754250991378,0.0,3.0,-1.2,0.8366600265340756,-2.0,0.0,1.4,1.1401754250991378,0.0,3.0
carrot,nonvisual,3,Does it grow underground?,yes,carrot:nonvisual:3:yes,4.0,1.25,1.5,-1.0,2.0,0.75,0.9574271077563381,0.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,0.75,0.5,0.0,1.0
carrot,nonvisual,4,Is it a root?,yes,carrot:nonvisual:4:yes,9.0,1.3333333333333333,1.118033988749895,-1.0,2.0,1.6666666666666667,0.7071067811865476,1.0,3.0,-0.7777777777777778,0.97182531580755,-2.0,1.0,1.8888888888888888,1.1666666666666665,0.0,3.0
carrot,visual,1,Is it orange?,yes,carrot:visual:1:yes,3.0,1.6666666666666667,0.5773502691896255,1.0,2.0,2.0,1.0,1.0,3.0,-1.6666666666666667,0.5773502691896255,-2.0,-1.0,1.0,1.0,0.0,2.0
carrot,visual,2,Does it have a top?,yes,carrot:visual:2:yes,6.0,1.3333333333333333,0.816496580927726,0.0,2.0,1.3333333333333333,1.0327955589886446,0.0,3.0,-1.5,0.8366600265340756,-2.0,0.0,0.6666666666666666,0.816496580927726,0.0,2.0
carrot,visual,3,Is it long?,yes,carrot:visual:3:yes,8.0,0.5,1.3093073414159542,-2.0,2.0,2.25,0.8864052604279183,1.0,4.0,-1.375,0.7440238091428449,-2.0,0.0,0.625,1.1877349391654208,0.0,3.0
carrot,visual,4,Does it have a pointed end?,yes,carrot:visual:4:yes,7.0,1.8571428571428572,0.3779644730092273,1.0,2.0,3.0,1.0,2.0,4.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,1.5714285714285714,1.2724180205607036,0.0,4.0
carrot,nonvisual,1,Is it used for holding things?,no,carrot:nonvisual:1:no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.0954451150103321,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.6666666666666666,0.816496580927726,0.0,2.0
carrot,nonvisual,2,Does it live in swamps?,no,carrot:nonvisual:2:no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.0,0.7071067811865476,0.0,2.0,-1.6,0.8944271909999157,-2.0,0.0,1.2,1.7888543819998317,0.0,4.0
carrot,nonvisual,3,Does it live in Africa?,no,carrot:nonvisual:3:no,5.0,-0.4,1.140175425099138,-2.0,1.0,0.6,0.8944271909999159,0.0,2.0,-1.0,1.0,-2.0,0.0,0.6,0.8944271909999159,0.0,2.0
carrot,nonvisual,4,Is it an animal?,no,carrot:nonvisual:4:no,6.0,-1.5,1.224744871391589,-2.0,1.0,0.16666666666666666,0.408248290463863,0.0,1.0,-1.5,0.8366600265340756,-2.0,0.0,1.1666666666666667,1.6020819787597222,0.0,4.0
carrot,visual,1,Is it brown?,no,carrot:visual:1:no,4.0,-1.25,0.5,-2.0,-1.0,1.75,0.5,1.0,2.0,-1.5,0.5773502691896257,-2.0,-1.0,1.0,1.4142135623730951,0.0,3.0
carrot,visual,2,Does it have four legs?,no,carrot:visual:2:no,6.0,-2.0,0.0,-2.0,-2.0,0.5,0.5477225575051661,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
carrot,visual,3,Does it have many cars?,no,carrot:visual:3:no,4.0,-2.0,0.0,-2.0,-2.0,1.0,2.0,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
